0.000510,26
0.001010,29
0.001510,28
0.002010,20
0.002510,37
0.003010,27
0.003510,47
0.004010,26
0.004510,28
0.005010,30
0.005510,42
0.006010,30
0.006510,45
0.007010,35
0.007510,51
0.008010,83
0.008510,37
0.009010,72
0.009510,69
0.010010,69
0.010510,67
0.011010,96
0.011510,32
0.012010,139
0.012510,45
0.013010,116
0.013510,82
0.014010,56
0.014510,70
0.015010,78
0.015510,80
0.016010,89
0.016510,82
0.017010,94
0.017510,129
0.018010,104
0.018510,118
0.019010,103
0.019510,304
0.020010,266
0.020510,112
0.021010,308
0.021510,276
0.022010,177
0.022510,278
0.023010,228
0.023510,293
0.024010,201
0.024510,141
0.025010,249
