1024,80,43
1024,88,60
1024,96,52
1024,104,36
1024,112,36
1024,120,20
1024,128,26
1024,136,28
1024,144,19
1024,152,19
1024,160,17
1024,168,14
1024,176,17
1024,184,25
1024,192,13
1040,80,37
1040,88,56
1040,96,51
1040,104,52
1040,112,35
1040,120,20
1040,128,24
1040,136,18
1040,144,21
1040,152,20
1040,160,17
1040,168,22
1040,176,16
1040,184,16
1040,192,16
1056,80,36
1056,88,41
1056,96,38
1056,104,35
1056,112,32
1056,120,22
1056,128,26
1056,136,20
1056,144,19
1056,152,18
1056,160,17
1056,168,16
1056,176,19
1056,184,17
1056,192,16
1072,80,40
1072,88,41
1072,96,29
1072,104,27
1072,112,38
1072,120,34
1072,128,27
1072,136,17
1072,144,18
1072,152,16
1072,160,17
1072,168,18
1072,176,16
1072,184,16
1072,192,14
1088,80,37
1088,88,31
1088,96,34
1088,104,48
1088,112,38
1088,120,29
1088,128,20
1088,136,25
1088,144,21
1088,152,18
1088,160,16
1088,168,17
1088,176,17
1088,184,14
1088,192,16
1104,80,48
1104,88,55
1104,96,45
1104,104,36
1104,112,31
1104,120,27
1104,128,19
1104,136,30
1104,144,29
1104,152,29
1104,160,25
1104,168,16
1104,176,14
1104,184,15
1104,192,17
1120,80,40
1120,88,50
1120,96,46
1120,104,41
1120,112,40
1120,120,32
1120,128,30
1120,136,27
1120,144,21
1120,152,17
1120,160,18
1120,168,19
1120,176,15
1120,184,15
1120,192,21
1136,80,35
1136,88,37
1136,96,49
1136,104,43
1136,112,27
1136,120,34
1136,128,38
1136,136,29
1136,144,19
1136,152,23
1136,160,18
1136,168,22
1136,176,15
1136,184,16
1136,192,15
1152,80,36
1152,88,41
1152,96,41
1152,104,34
1152,112,24
1152,120,24
1152,128,23
1152,136,22
1152,144,24
1152,152,20
1152,160,17
1152,168,19
1152,176,18
1152,184,24
1152,192,22
1168,80,48
1168,88,50
1168,96,36
1168,104,47
1168,112,41
1168,120,31
1168,128,22
1168,136,22
1168,144,23
1168,152,24
1168,160,24
1168,168,23
1168,176,19
1168,184,17
1168,192,17
1184,80,64
1184,88,61
1184,96,51
1184,104,41
1184,112,38
1184,120,29
1184,128,23
1184,136,29
1184,144,31
1184,152,26
1184,160,23
1184,168,23
1184,176,25
1184,184,23
1184,192,14
1200,80,38
1200,88,52
1200,96,46
1200,104,44
1200,112,39
1200,120,32
1200,128,25
1200,136,33
1200,144,32
1200,152,26
1200,160,22
1200,168,17
1200,176,22
1200,184,20
1200,192,14
1216,80,54
1216,88,50
1216,96,47
1216,104,36
1216,112,39
1216,120,31
1216,128,25
1216,136,23
1216,144,20
1216,152,21
1216,160,29
1216,168,18
1216,176,18
1216,184,24
1216,192,21
1232,80,57
1232,88,59
1232,96,64
1232,104,43
1232,112,28
1232,120,26
1232,128,32
1232,136,27
1232,144,31
1232,152,34
1232,160,24
1232,168,24
1232,176,17
1232,184,18
1232,192,13
1248,80,49
1248,88,67
1248,96,47
1248,104,44
1248,112,35
1248,120,25
1248,128,26
1248,136,23
1248,144,18
1248,152,19
1248,160,23
1248,168,19
1248,176,21
1248,184,17
1248,192,18
1264,80,45
1264,88,58
1264,96,49
1264,104,40
1264,112,42
1264,120,38
