0.000000,4
0.001000,7
0.002000,5
0.003000,5
0.004000,5
0.005000,5
0.006000,4
0.007000,6
0.008000,6
0.009000,8
0.010000,9
0.011000,9
0.012000,11
0.013000,9
0.014000,15
0.015000,13
0.016000,24
0.017000,16
0.018000,24
0.019000,15
0.020000,21
0.021000,22
0.022000,21
0.023000,28
0.024000,21
0.025000,36
0.026000,33
0.027000,47
0.028000,35
0.029000,47
0.030000,35
0.031000,45
0.032000,51
0.033000,28
0.034000,47
0.035000,70
0.036000,65
0.037000,68
0.038000,72
0.039000,49
0.040000,77
0.041000,67
0.042000,102
0.043000,96
0.044000,82
0.045000,88
0.046000,72
0.047000,112
0.048000,168
0.049000,136
