0.000000,119
0.000001,275
0.000002,355
0.000003,428
0.000004,534
0.000005,655
0.000006,794
0.000007,909
0.000008,994
0.000009,1114
0.000010,1213
0.000011,1327
0.000012,1555
0.000013,1636
0.000014,1754
0.000015,1874
0.000016,1954
0.000017,2068
0.000018,2135
0.000019,2192
0.000020,2291
0.000021,2353
0.000022,2412
0.000023,2492
0.000024,2526
0.000025,2616
0.000026,2641
0.000027,2711
0.000028,2806
0.000029,2914
0.000030,2985
0.000031,2959
0.000032,2956
0.000033,2927
0.000034,2967
0.000035,3032
0.000036,3047
0.000037,3047
0.000038,3040
0.000039,3044
0.000040,3014
0.000041,3054
0.000042,3127
0.000043,3143
0.000044,3171
0.000045,3163
0.000046,3086
0.000047,3044
0.000048,3044
0.000049,3054
0.000050,3047
0.000051,3046
0.000052,3053
0.000053,3028
0.000054,3048
0.000055,3033
0.000056,3044
0.000057,3062
0.000058,3061
0.000059,3100
0.000060,3052
0.000061,3071
0.000062,3107
0.000063,3159
0.000064,3106
0.000065,3108
0.000066,3052
0.000067,3044
0.000068,3062
0.000069,3125
0.000070,3166
0.000071,3169
0.000072,3142
0.000073,3082
0.000074,3027
0.000075,2992
0.000076,2981
0.000077,2951
0.000078,2903
0.000079,2844
0.000080,2763
0.000081,2667
0.000082,2562
0.000083,2575
0.000084,2517
0.000085,2485
0.000086,2461
0.000087,2399
0.000088,2399
0.000089,2346
0.000090,2320
0.000091,2368
0.000092,2376
0.000093,2379
0.000094,2328
0.000095,2319
0.000096,2377
0.000097,2338
0.000098,2280
0.000099,2334
0.000100,2330
0.000101,2249
0.000102,2170
0.000103,2101
0.000104,2088
0.000105,2090
0.000106,2033
0.000107,1982
0.000108,1911
0.000109,1886
0.000110,1854
0.000111,1844
0.000112,1768
0.000113,1709
0.000114,1605
0.000115,1530
0.000116,1503
0.000117,1529
0.000118,1533
0.000119,1513
0.000120,1548
0.000121,1534
0.000122,1536
0.000123,1561
0.000124,1569
0.000125,1618
0.000126,1606
0.000127,1590
0.000128,1567
0.000129,1602
0.000130,1580
0.000131,1583
0.000132,1575
0.000133,1558
0.000134,1535
0.000135,1579
0.000136,1598
0.000137,1597
0.000138,1610
0.000139,1591
0.000140,1546
0.000141,1527
0.000142,1568
0.000143,1613
0.000144,1610
0.000145,1627
0.000146,1578
0.000147,1556
0.000148,1544
0.000149,1560
0.000150,1557
0.000151,1464
0.000152,1492
0.000153,1445
0.000154,1363
0.000155,1329
0.000156,1304
0.000157,1302
0.000158,1271
0.000159,1258
0.000160,1248
0.000161,1210
0.000162,1137
0.000163,1128
0.000164,1166
0.000165,1245
0.000166,1248
0.000167,1272
0.000168,1257
0.000169,1213
0.000170,1131
0.000171,1180
0.000172,1188
0.000173,1155
0.000174,1139
0.000175,1063
0.000176,1031
0.000177,1065
0.000178,1067
0.000179,1034
0.000180,1012
0.000181,991
0.000182,1035
0.000183,1015
0.000184,1005
0.000185,1013
0.000186,1038
0.000187,1071
0.000188,1123
0.000189,1118
0.000190,1093
0.000191,1029
0.000192,1020
0.000193,989
0.000194,1010
0.000195,988
0.000196,938
0.000197,966
0.000198,957
0.000199,991
0.000200,994
0.000201,891
0.000202,891
0.000203,884
0.000204,886
0.000205,927
0.000206,943
0.000207,969
0.000208,1007
0.000209,1002
0.000210,962
0.000211,928
0.000212,946
0.000213,927
0.000214,886
0.000215,903
0.000216,910
0.000217,923
0.000218,870
0.000219,877
0.000220,891
0.000221,918
0.000222,873
0.000223,865
0.000224,933
0.000225,961
0.000226,987
0.000227,1030
0.000228,1025
0.000229,999
0.000230,912
0.000231,869
0.000232,851
0.000233,825
0.000234,792
0.000235,791
0.000236,761
0.000237,721
0.000238,761
0.000239,833
0.000240,878
0.000241,850
0.000242,799
0.000243,793
0.000244,726
0.000245,704
0.000246,691
0.000247,747
0.000248,833
0.000249,854
0.000250,780
0.000251,750
0.000252,761
0.000253,753
0.000254,717
0.000255,694
0.000256,653
