1616,136,42
1616,144,28
1616,152,28
1616,160,30
1616,168,31
1616,176,25
1616,184,29
1616,192,25
1632,80,75
1632,88,96
1632,96,98
1632,104,64
1632,112,62
1632,120,49
1632,128,47
1632,136,31
1632,144,37
1632,152,28
1632,160,30
1632,168,27
1632,176,32
1632,184,24
1632,192,22
1648,80,90
1648,88,72
1648,96,75
1648,104,65
1648,112,48
1648,120,46
1648,128,34
1648,136,27
1648,144,32
1648,152,32
1648,160,26
1648,168,28
1648,176,28
1648,184,28
1648,192,32
1664,80,100
1664,88,85
1664,96,96
1664,104,60
1664,112,54
1664,120,50
1664,128,40
1664,136,44
1664,144,36
1664,152,30
1664,160,28
1664,168,25
1664,176,23
1664,184,19
1664,192,22
1680,80,82
1680,88,49
1680,96,70
1680,104,55
1680,112,47
1680,120,34
1680,128,33
1680,136,34
1680,144,35
1680,152,29
1680,160,31
1680,168,36
1680,176,26
1680,184,24
1680,192,22
1696,80,66
1696,88,53
1696,96,71
1696,104,60
1696,112,52
1696,120,46
1696,128,44
1696,136,47
1696,144,39
1696,152,27
1696,160,27
1696,168,27
1696,176,26
1696,184,22
1696,192,20
1712,80,105
1712,88,66
1712,96,107
1712,104,82
1712,112,57
1712,120,47
1712,128,50
1712,136,54
1712,144,36
1712,152,37
1712,160,30
1712,168,27
1712,176,25
1712,184,24
1712,192,23
1728,80,76
1728,88,54
1728,96,65
1728,104,56
1728,112,45
1728,120,49
1728,128,39
1728,136,47
1728,144,46
1728,152,36
1728,160,34
1728,168,28
1728,176,27
1728,184,32
1728,192,25
1744,80,78
1744,88,51
1744,96,69
1744,104,49
1744,112,53
1744,120,62
1744,128,59
1744,136,36
1744,144,40
1744,152,34
1744,160,34
1744,168,27
1744,176,24
1744,184,27
1744,192,19
1760,80,83
1760,88,58
1760,96,71
1760,104,73
1760,112,53
1760,120,34
1760,128,40
1760,136,42
1760,144,38
1760,152,26
1760,160,28
1760,168,28
1760,176,24
1760,184,24
1760,192,24
1776,80,88
1776,88,63
1776,96,88
1776,104,56
1776,112,59
1776,120,49
1776,128,40
1776,136,32
1776,144,28
1776,152,31
1776,160,29
1776,168,25
1776,176,33
1776,184,26
1776,192,23
1792,80,88
1792,88,53
1792,96,67
1792,104,80
1792,112,57
1792,120,47
1792,128,40
1792,136,34
1792,144,32
1792,152,35
1792,160,29
1792,168,24
1792,176,31
1792,184,25
1792,192,33
1808,80,99
1808,88,59
1808,96,78
1808,104,73
1808,112,55
1808,120,48
1808,128,45
1808,136,37
1808,144,34
1808,152,40
1808,160,31
1808,168,26
1808,176,27
1808,184,21
1808,192,24
1824,80,79
1824,88,75
1824,96,84
1824,104,63
1824,112,54
1824,120,52
1824,128,53
1824,136,40
1824,144,34
1824,152,29
1824,160,28
1824,168,31
1824,176,27
1824,184,26
1824,192,25
1840,80,92
1840,88,54
1840,96,56
1840,104,62
1840,112,48
1840,120,42
1840,128,42
1840,136,37
1840,144,32
1840,152,43
1840,160,39
1840,168,30
1840,176,26
1840,184,30
1840,192,29
1856,80,85
1856,88,70
1856,96,69
1856,104,66
1856,112,65
1856,120,55
1856,128,46
1856,136,48
1856,144,38
1856,152,28
1856,160,38
1856,168,30
1856,176,31
1856,184,25
1856,192,25
1872,80,84
1872,88,80
1872,96,80
1872,104,66
1872,112,56
1872,120,51
1872,128,45
1872,136,40
1872,144,31
1872,152,39
1872,160,33
1872,168,34
1872,176,29
1872,184,30
1872,192,25
1888,80,84
1888,88,80
1888,96,53
1888,104,70
1888,112,45
1888,120,44
1888,128,40
1888,136,37
1888,144,45
1888,152,38
1888,160,38
1888,168,30
1888,176,24
1888,184,27
1888,192,27
1904,80,84
1904,88,104
1904,96,63
1904,104,71
1904,112,62
1904,120,68
1904,128,55
1904,136,47
1904,144,46
1904,152,33
1904,160,45
1904,168,36
1904,176,28
1904,184,24
1904,192,28
1920,80,72
1920,88,69
1920,96,46
1920,104,64
1920,112,65
1920,120,57
1920,128,45
1920,136,47
1920,144,46
1920,152,37
1920,160,33
1920,168,25
1920,176,25
1920,184,27
1920,192,24
1936,80,72
1936,88,90
1936,96,65
1936,104,61
1936,112,44
1936,120,41
1936,128,42
1936,136,40
1936,144,40
1936,152,40
1936,160,30
1936,168,35
1936,176,36
1936,184,38
1936,192,23
1952,80,108
1952,88,101
1952,96,49
1952,104,67
1952,112,49
1952,120,52
1952,128,46
1952,136,41
1952,144,52
1952,152,32
1952,160,37
1952,168,40
1952,176,32
1952,184,31
1952,192,29
1968,80,122
1968,88,122
1968,96,57
1968,104,86
1968,112,75
1968,120,44
1968,128,37
1968,136,48
1968,144,41
1968,152,38
1968,160,30
1968,168,31
1968,176,31
1968,184,32
1968,192,32
1984,80,102
1984,88,99
1984,96,59
1984,104,50
1984,112,55
1984,120,54
1984,128,46
1984,136,42
1984,144,37
1984,152,38
1984,160,38
1984,168,29
1984,176,28
1984,184,30
1984,192,36
2000,80,111
2000,88,113
2000,96,57
2000,104,87
2000,112,64
2000,120,54
2000,128,44
2000,136,44
2000,144,44
2000,152,42
2000,160,31
2000,168,36
2000,176,24
2000,184,26
2000,192,31
2016,80,104
2016,88,97
2016,96,59
2016,104,66
2016,112,54
2016,120,42
2016,128,38
2016,136,42
2016,144,39
2016,152,33
2016,160,28
2016,168,31
2016,176,27
2016,184,35
2016,192,29
2032,80,99
2032,88,92
2032,96,69
2032,104,73
2032,112,49
2032,120,53
2032,128,56
2032,136,45
2032,144,53
2032,152,44
2032,160,35
2032,168,30
2032,176,30
2032,184,27
2032,192,27
2048,80,98
2048,88,97
2048,96,54
2048,104,49
2048,112,67
2048,120,60
2048,128,55
2048,136,43
2048,144,38
2048,152,31
2048,160,31
2048,168,30
2048,176,24
2048,184,29
2048,192,28
