0.000000,5
0.001000,8
0.002000,6
0.003000,6
0.004000,5
0.005000,5
0.006000,4
0.007000,8
0.008000,6
0.009000,6
0.010000,7
0.011000,7
0.012000,9
0.013000,9
0.014000,13
0.015000,19
0.016000,13
0.017000,14
0.018000,17
0.019000,22
0.020000,23
0.021000,21
0.022000,26
0.023000,22
0.024000,18
0.025000,32
0.026000,34
0.027000,36
0.028000,45
0.029000,32
0.030000,44
0.031000,60
0.032000,42
0.033000,55
0.034000,58
0.035000,70
0.036000,49
0.037000,60
0.038000,62
0.039000,73
0.040000,84
0.041000,88
0.042000,66
0.043000,110
0.044000,70
0.045000,71
0.046000,106
0.047000,106
0.048000,93
0.049000,183
